video_id,actual_title,title,channel,upload_date,library_category,youtube_category,transcript_available,transcript_characters,video_duration_seconds,video_type
lNvBXLbInXE,7 Min Daily Yoga Routine for Beginners (Follow Along),"Beginner Yoga/Pranayama Routine: Om, Bhastrika, Kapalbhati, Alternate-Nostril Breathing, Bhramari and Two Stretches",Fit Tuber,2022-06-03,Howto & Style,Howto & Style,True,8739,0.0,full_youtube_video
lYJDlH0CoE4,Sirf 1 Chammach Roz Khao — 7 Din Mein Pet Ki Charbi Kam Hone Lagegi!,Five Homemade Weight-Loss Remedies: Metadata-Only Summary Due to Unreliable Transcript Evidence,Healthy Hamesha,2026-03-20,Education,Education,True,9922,0.0,full_youtube_video
lh5dsxZ0scc,TRY -  Motivational Video,TRY: A Short Motivational Story for When You Feel Demotivated,Fit Tuber,2016-10-03,Film & Animation,Film & Animation,False,0,0.0,full_youtube_video
lsY_Llt59x0,3 Natural Hair Care Products that you Must Try (Homemade),"3 Homemade Hair-Care Products: Reetha Shampoo, Curd Conditioning and Onion-Sesame Hair Oil",Fit Tuber,2022-05-06,Howto & Style,Howto & Style,True,8245,0.0,full_youtube_video
m7PzICujjbc,Cheapest Pre Workout in INDIA - No Supplement,Cheapest Pre Workout in INDIA - No Supplement,Fit Tuber,2017-11-10,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
m7eC77inRms,6 Products at Your Home That You Should Throw Away Immediately,6 Products at Your Home That You Should Throw Away Immediately,Fit Tuber,2019-12-13,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
mEqzo69Ka5s,20 Hair Oils in India Ranked from Worst to Best,20 Hair Oils in India Ranked from Worst to Best,Fit Tuber,2019-08-16,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
mGZBVAp883Q,5 Amazing Foods that Melt Belly Fat | Fit Tuber,"Ozempic and Satiety: Protein, Healthy Fats, Fiber, Bitter Foods and Berberine Claims",Fit Tuber,2026-06-26,Howto & Style,Howto & Style,True,19362,0.0,full_youtube_video
mUoCyrYfvLY,30 Summer Drinks in India Ranked from Worst to Best,30 Summer Drinks in India Ranked from Worst to Best,Fit Tuber,2018-05-11,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
mVUtchpU6nY,Natural Body Transformation | FITNESS MOTIVATION INDIA,Natural 8-Week Male Body Transformation and Indian Fitness Motivation,Fit Tuber,2017-04-07,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
mVWSWc--zGE,How to Unclog Your Arteries (& Prevent Heart Attack),"Clogged Arteries and Cholesterol: Warning Signs, Lipid Testing, Lifestyle Risks, Garlic, Arjuna Bark and Medohar Guggul ",Fit Tuber,2023-06-02,Howto & Style,Howto & Style,True,7943,0.0,full_youtube_video
majCZ5SMp7Q,BIGGEST Fitness Myths you need to STOP Believing,"5 Fitness Myths: Youth Weight Training, Eggs/Nuts and Acne, Spot Reduction, Women Lifting and Diet-Only Weight Loss",Fit Tuber,2017-08-18,Howto & Style,Howto & Style,True,5861,0.0,full_youtube_video
mbo5wXh1lWE,5 Simple & Creative Recipes to Try at Home (Vegetarian) | Fit Tuber,"5 Creative Vegetarian Recipes: Paneer Popcorn, Chickpea 'Coffee', Nankhatai, Banana-Peanut Butter Ice Cream and Katori C",Fit Tuber,2020-05-01,Howto & Style,Howto & Style,True,9020,0.0,full_youtube_video
me7i3OmFTIc,White Hair को Permanently Black करें (सिर्फ 3 Steps में),"Grey-Hair Routine and Henna-Indigo Coloring: Amla/Bhringraj Claims, Neeli Bhringadi Oil and a Major Lead-Safety Warning",Fit Tuber,2026-01-23,Howto & Style,Howto & Style,True,18425,0.0,full_youtube_video
moZjGDwG5UU,Milk in India Ranked from Worst to Best,"Milk in India Ranked: UHT/Homogenized, Packet Milk, A2 Desi Cow Milk, Buffalo, Plant Milks and Local-Farm Milk",Fit Tuber,2020-06-11,Howto & Style,Howto & Style,True,11683,0.0,full_youtube_video
n-YuK_bV8kw,"FitTuber 3 Million Q&A | Meet my Family | (Parents reaction, Mimicry😂 , Surprise)","FitTuber 3 Million Q&A: Family, Nutrition Certifications, Ayurveda, Regional Channels and Sponsorship Choices",Fit Tuber,2020-07-10,Howto & Style,Howto & Style,True,7219,0.0,full_youtube_video
nVqguQH45gw,How to Wake up Early Morning Daily? (and Not be Miserable),How to Wake Up Early Every Morning Without Being Miserable,Fit Tuber,2021-03-26,Howto & Style,Howto & Style,True,9785,0.0,full_youtube_video
nwWJsUqtzcY,21 Sri Sri Tattva Products Ranked from Worst to Best,"21 Sri Sri Tattva Products Ranked: Ghee, Ojasvita, Toothpaste, Cosmetics, Red Rice, Jaggery, Hair Oil, Triphala Juice, Q",Fit Tuber,2021-01-22,Howto & Style,Howto & Style,True,8355,0.0,full_youtube_video
nzycj3Y6-sk,Remove Dark Circles Permanently in 1 Week (Best Home Remedy),Remove Dark Circles Permanently in 1 Week (Best Home Remedy),Fit Tuber,2019-05-03,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
o4JWr10bw48,Extreme Fat Melting Diet Plan (Breakfast to Dinner),"Full-Day Weight-Loss Diet: Sprouts or Oats, Millets, Makhana, Fruit-Nut Snacks and Light Soup Dinner",Fit Tuber,2025-04-18,Howto & Style,Howto & Style,True,19188,0.0,full_youtube_video
oQjbkYD28jQ,Tea vs Coffee | Which is Better (Revealed),"Tea vs Coffee: Caffeine, Tannins, Timing and Alternatives such as Arjuna Tea, Herbal Tea and Decaf",Fit Tuber,2019-12-27,Howto & Style,Howto & Style,True,10477,0.0,full_youtube_video
oeBNmD1iwDo,4 Life Changing Habits That I Have Learnt in South India,4 Health and Lifestyle Habits Learned in South India,Fit Tuber,2019-05-31,Howto & Style,Howto & Style,True,7768,0.0,full_youtube_video
ogHiefVlTaM,11 Common Indian Rituals that are Surprisingly Scientific 🇮🇳,"11 Indian Rituals Explained: Hiccups, Copper Coins, Curd-Sugar, Shagun, Fasting, Sindoor, Nimbu-Mirchi, Sun Offering, Vi",Fit Tuber,2021-11-05,Howto & Style,Howto & Style,True,9592,0.0,full_youtube_video
ooMKNswME18,9 Dark Secrets Private Hospitals Hide From You (Must Watch) 🤫🚨,"Private Hospital Billing and Treatment Risks in India: Insurance, Admissions, C-Sections, Tests, Referrals, Medicines an",Fit Tuber,2026-05-01,Howto & Style,Howto & Style,True,19782,0.0,full_youtube_video
ouneTsdk46w,Cool down Exercises after Workout | Post Workout Stretches,Cool down Exercises after Workout | Post Workout Stretches,Fit Tuber,2017-03-07,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
pCaz06psb0s,"5 Proven Ways to Reduce Body Heat (Pigmentation, Rashes, Grey Hair, Body odour, Sweating)","5 Traditional Ways to Cool Down in Hot Weather: Head Covering, Gond Katira, Kansa Foot Massage, Cooling Drinks and Clay ",Fit Tuber,2023-05-19,Howto & Style,Howto & Style,True,8679,0.0,full_youtube_video
pFjyrjw5HPc,You have been drinking water the wrong way all your life,"How to Drink Water: Meal Timing, Sipping, Morning Water, Temperature and Sitting",Fit Tuber,2016-09-05,Howto & Style,Howto & Style,True,3996,0.0,full_youtube_video
pIf_TK2JC9M,Healthy Eggless Cake Recipe | No Bake | Raw Vegan diet,Healthy Eggless No-Bake Raw Vegan Cake Recipe,Fit Tuber,2016-09-20,Howto & Style,Howto & Style,True,405,0.0,full_youtube_video
pOBWgUhRLCo,30 Biscuits in India Ranked from Worst to Best (in 2026),"30 Biscuits in India Ranked in 2026: Oreo and Cream Biscuits to Millet Cookies, Whole-Food Brands and Homemade Alternati",Fit Tuber,2026-04-17,Howto & Style,Howto & Style,True,18089,0.0,full_youtube_video
pQ5OQRqOer8,Stop Drinking DEAD Water! The Bitter Truth of Water Purifiers,"RO, UF and NF Water Purifiers: TDS, Mineral Water, Alkaline Water and Hydration Claims Explained",Fit Tuber,2026-03-06,Howto & Style,Howto & Style,True,18727,0.0,full_youtube_video
pYHakKTMa0s,ABS WORKOUT - Workout at Home | Episode 9 - OBLIQUES | 5 min workout,5-Minute Oblique Home Workout,Fit Tuber,2016-12-25,Sports,Sports,True,224,0.0,full_youtube_video
peM93I89TQU,5 Food Products Wrongly Marketed as Healthy,5 Food Products Wrongly Marketed as Healthy,Fit Tuber,2017-12-01,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
pqoz66rf7gE,25 Ghee Brands in India Ranked from Worst to Best,"25 Ghee Brands in India Reviewed by Adulteration, Cow Breed and Production Method",Fit Tuber,2020-07-24,Howto & Style,Howto & Style,True,9156,0.0,full_youtube_video
pskMbM-2QQQ,"Permanent Solution to 4 Common Health Problems (Dark Lips, Bad Breath, Snoring & Acidity)","Dark Lips, Snoring, Bad Breath and Acid Reflux: Practical Causes Plus Unsafe/Unsupported Remedy Claims",Fit Tuber,2022-08-12,Howto & Style,Howto & Style,True,8866,0.0,full_youtube_video
px7qgNyf7kM,7 Refreshing & Tasty Milkshakes You Must Try this Summer,7 Refreshing Summer Milkshakes,Fit Tuber,2022-04-08,Howto & Style,Howto & Style,True,10314,0.0,full_youtube_video
qBGy1ibJrRc,4 Habits that can Ruin your Night (& The Next day),4 Night Habits That Can Disrupt Sleep and the Next Day — With Better Alternatives,Fit Tuber,2022-03-25,Howto & Style,Howto & Style,True,7313,0.0,full_youtube_video
qJkC05DjVlA,"Claude Ai + YouTube = $9,987/Month (FREE Plan) | Create Viral 2D Documentary Videos","Free AI Workflow for 2D YouTube Documentaries: Claude, ElevenLabs, Google Flow, Vibes AI, Bulk Scene Generation and Edit",Chad Grow,2026-07-26,Education,Education,True,17406,0.0,full_youtube_video
qOmM94CvOLs,6 Foods You Eat that are a Lie (EXPOSED!),6 Misleading Food Products and Marketing Claims to Examine More Closely,Fit Tuber,2020-01-24,Howto & Style,Howto & Style,True,9503,0.0,full_youtube_video
qfB7tnJ-kRI,20 Shampoos in India Ranked from Worst to Best,"20 Indian Shampoos Ranked in 2018: Popular Brands, Herbal Marketing and Khadi",Fit Tuber,2018-02-16,Howto & Style,Howto & Style,True,5937,0.0,full_youtube_video
qiwb7zGy-34,5 Min Warm up exercises before workout | Why warm up?,5-Minute Warm-Up Before a Workout,Fit Tuber,2016-12-21,Howto & Style,Howto & Style,True,281,0.0,full_youtube_video
qnNOpRYmCNo,FAT LOSS CARDIO - Workout at Home | Episode 10 - FAT BURNING CARDIO,FAT LOSS CARDIO - Workout at Home | Episode 10 - FAT BURNING CARDIO,Fit Tuber,2017-01-10,Sports,Sports,False,0,0.0,full_youtube_video
qnTc5WeBamo,25 Common Indian Rituals that are Surprisingly Logical 🇮🇳,"Indian Rituals and Their Meanings: Navratri, Peepal, Tulsi, Jewelry, Puja, Tilak, Yagna, Sleeping Direction and Meal Pra",Fit Tuber,2020-08-14,Howto & Style,Howto & Style,True,9602,0.0,full_youtube_video
r-DIv65zHwY,Which is the Best Hair Oil in India? (in 2025),"Hair Oils in India 2025: Mineral-Oil Screening, Natural/Ayurvedic Picks, Adivasi-Oil Skepticism and DIY Infusion",Fit Tuber,2025-01-24,Howto & Style,Howto & Style,True,12205,0.0,full_youtube_video
r-zlwA_Pk84,Healthy Snacks - Healthy Office Snack Options,"Portable Healthy Snacks: Makhana, Roasted Chana, Fruit and Nuts, Banana-Peanut Butter Roti, Chana Chaat and Egg Options",Fit Tuber,2017-04-28,Howto & Style,Howto & Style,True,5657,0.0,full_youtube_video
rEPsDiWn9O0,How to Take Care of Your Parents' Health? (Before It's Too Late),"Caring for Aging Parents: Nutrition, Regular Activity, Sleep Routine, Supplement Caution and Emotional Connection",Fit Tuber,2025-03-07,Howto & Style,Howto & Style,True,16184,0.0,full_youtube_video
raH3rx2oO9k,India Revives Su-30! Picks Super Sukhoi With GaN Virupaksha AESA Radar Over Russia’s Su-57! Kinjal,"Video Analysis of India's Su-30MKI Production, Super Sukhoi Upgrade, Virupaksha AESA Radar and Su-57 Decision",World Affairs by Unacademy,2026-08-10,Education,Education,True,14887,0.0,full_youtube_video
raMWkXbDU2A,Roti vs Rice | Which is Better? (Myth Busted),"Roti vs Rice: Whole Wheat, White Rice, Semi-Brown Rice, Red Rice and Multigrain Roti Compared",Fit Tuber,2019-11-01,Howto & Style,Howto & Style,True,10376,0.0,full_youtube_video
s1lSPL9nVxU,"Fall 2: Deadpoint (2026) Official Trailer | Harriet Slater, Arsema Thomas | 11 September 2026","Fall 2: Deadpoint (2026) Official Trailer | Harriet Slater, Arsema Thomas",PVRINOX Pictures,2026-08-07,Film & Animation,Film & Animation,True,1252,0.0,full_youtube_video
s1pTXbpnefk,Is Masturbation Good or Bad? (For Men & Women),Is Masturbation Good or Bad? (For Men & Women),Fit Tuber,2019-07-12,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
s2NQhpFGIOg,15 Min Daily Yoga Routine for Beginners (Follow Along),15-Minute Daily Yoga Routine for Beginners,Fit Tuber,2020-03-20,Howto & Style,Howto & Style,True,14976,0.0,full_youtube_video
s5by_uGGkX0,5 Foods that have More Calcium than Milk (Get Stronger Bones),"5 Calcium-Rich Foods: Edible Lime, Sesame Seeds, Kulthi Dal, Ragi and Rajgira",Fit Tuber,2024-06-28,Howto & Style,Howto & Style,True,11880,0.0,full_youtube_video
s6r_9Pznkco,"Drink This Every Morning - Skin, Hair और Gut की सभी समस्याएं जड़ से खत्म","Sea Buckthorn: Nutrients, Skin/Hair Claims, Digestive and Cardiometabolic Claims, Doses and Safety Caveats",Fit Tuber,2026-07-24,Howto & Style,Howto & Style,True,14632,0.0,full_youtube_video
s7tEurbw1zU,What Happens if You Eat Dinner After 7 PM?  (WITH SOLUTION),"If You Must Eat Dinner Late: Light Meals, Mindful Eating, Walking, Vajrasana and a Two-Hour Sleep Gap",Fit Tuber,2019-06-07,Howto & Style,Howto & Style,True,5277,0.0,full_youtube_video
sCOyx-Wglss,How to Manage Diet in Hostel or PG | For College Students,"Healthy Hostel and PG Diet: Oats, Eggs or Paneer, Salad, Nuts, Chickpeas and Smart Mess Choices",Fit Tuber,2017-03-24,Howto & Style,Howto & Style,True,5321,0.0,full_youtube_video
sgAhnEhOq30,The #1 Breakfast Mistake You're Making with These 3 Foods,"Breakfast Foods to Avoid: Rusk/Biscuits, Vegetable Fat Spreads and Flavored Oats—Plus Quick Whole-Food Alternatives",Fit Tuber,2025-05-16,Howto & Style,Howto & Style,True,14264,0.0,full_youtube_video
t99TxDBwUCM,SHOULDER WORKOUT - Workout at Home | Episode 4 - SHOULDERS | Without Equipment,No-Equipment Shoulder Workout at Home,Fit Tuber,2016-11-28,Sports,Sports,False,0,0.0,full_youtube_video
tLLO3tEMkyk,Full day of Eating - Fat Loss Diet (Indian Style),"Indian Full-Day Fat-Loss Menu: Besan Chilla, Fruit, Chickpea-Rice Lunch, Ginger Tea and Dal-Vegetable Dinner",Fit Tuber,2018-12-21,Howto & Style,Howto & Style,True,9163,0.0,full_youtube_video
tamUJ23i33k,NO GYM | FULL BODY WORKOUT,No-Gym Full-Body Follow-Along Workout: 30-Second Exercise Intervals with 10-Second Rest,Fit Tuber,2017-04-14,Howto & Style,Howto & Style,True,947,0.0,full_youtube_video
tbO66nDf7r8,20 Hair Conditioners in India Ranked from Worst to Best,"20 Hair Conditioners Ranked in 2018: Mainstream Brands, Herbal Marketing, Omved, Vilvah and Just Herbs",Fit Tuber,2018-06-01,Howto & Style,Howto & Style,True,7163,0.0,full_youtube_video
tbT8N23qczw,ABS WORKOUT - Workout at Home | Episode 7 - UPPER ABS | 5 min workout,5-Minute Upper-Abs Home Workout,Fit Tuber,2016-12-23,Howto & Style,Howto & Style,True,344,0.0,full_youtube_video
uIC5GngsSUE,White Potato vs. Sweet Potato,"White Potato vs Sweet Potato: Fiber, Protein, Vitamins, Minerals, Calories, Carbs and Glycemic Index",Fit Tuber,2016-10-18,Howto & Style,Howto & Style,True,2671,0.0,full_youtube_video
ucOmGiNg1kg,7 Refreshing Drinks to Make Under 30 Seconds (Healthy & Tasty),"7 Fast Summer Drinks: Sattu Sherbet, Gond Katira Lemonade, Cucumber Cooler, Kacchi Lassi, Watermelon-Mint Cooler, Jaljee",Fit Tuber,2019-06-21,Howto & Style,Howto & Style,True,6786,0.0,full_youtube_video
up1fvFIecWw,"Drink this Tea for a Month, the Result Will Amaze You","How the Video Suggests Making Tea: Avoid Overboiling, Limit Sugar, Add Spices and Mind Caffeine Timing",Fit Tuber,2024-12-13,Howto & Style,Howto & Style,True,15897,0.0,full_youtube_video
urzOFEAZ-2M,Which is the Best Face Moisturiser in India? (in 2024),"Best Moisturizers in India (2024) for Dry, Oily, Combination and Sensitive Skin",Fit Tuber,2024-12-27,Howto & Style,Howto & Style,True,14866,0.0,full_youtube_video
utoB7wXrmHY,"How to Nourish and Relax the Eyes? (Best Eye Drops, Top 3 Foods & Practices)","How to Relax and Nourish the Eyes: Eye Drops, Screen-Strain Practices and Foods",Fit Tuber,2021-05-28,Howto & Style,Howto & Style,True,5838,0.0,full_youtube_video
vNNLOx-TjH0,“Robert vs Rhaegar”#RobertBaratheon #RhaegarTargaryen #GameOfThrones #Westeros #Shorts,Robert Baratheon vs Rhaegar Targaryen: Their Battlefield Confrontation,Black Raven | Westeros,2026-05-18,Film & Animation,Film & Animation,True,376,0.0,full_youtube_video
vSVeEsjkito,5 Early Warning Signs of Liver Damage,"Possible Liver Warning Signs: Jaundice, Dark Urine, Pale Stool, Right-Upper-Abdominal Pain and Fluid Retention",Fit Tuber,2024-04-19,Howto & Style,Howto & Style,True,12047,0.0,full_youtube_video
vTYuNp7wq10,5 Products at Your Home That You Should Stop Using Immediately ( With Safe Alternatives),5 Household Products to Reconsider — With Safer-Use or Alternative Options,Fit Tuber,2021-06-11,Howto & Style,Howto & Style,True,10728,0.0,full_youtube_video
vb9tlrQl5GM,5 Natural Supplements That Actually Work! (Not Sponsored),"5 Ayurvedic Supplements for Strength, Hair, Mind, Women's Health and Body Pain",Fit Tuber,2022-01-14,Howto & Style,Howto & Style,True,7985,0.0,full_youtube_video
vbKz95gdWiA,Rhaegar Targaryen: The Last Dragon | Animated Fan Film,Rhaegar Targaryen: The Last Dragon | Animated Fan Film,Black Raven | Westeros,2026-04-01,Film & Animation,Film & Animation,False,0,0.0,full_youtube_video
vmnns9LDyHU,High Protein Vegetarian Bodybuilding Meal - Indian Style,High-Protein Vegetarian Bodybuilding Meal — Indian Style,Fit Tuber,2016-12-06,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
vqRBCa1Jv4w,5 Natural Toothpastes in India Under Rs 219 that You Must Try (#3 is just Rs 70),5 Natural Toothpastes in India Under ₹219 — Budget Ingredient Review,Fit Tuber,2022-06-17,Howto & Style,Howto & Style,True,10716,0.0,full_youtube_video
vuk3HX4HgwE,Get Over Phone Addiction in 4 Simple Steps (Practical Solution),Get Over Phone Addiction in 4 Simple Steps (Practical Solution),Fit Tuber,2019-08-02,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
w0kOxvV26cw,11 Reasons Why Indian Food is Logical & Intelligent 🇮🇳,"11 Smart Indian Cooking Traditions: Turmeric-Pepper, Karela Prep, Dal Makhani Spices, Fermentation, Dal-Rice, Khichdi, T",Fit Tuber,2021-06-18,Howto & Style,Howto & Style,True,11643,0.0,full_youtube_video
w1c9JhNYyRA,7 Must Try Products Under Rs 299 That Make Healthy Lifestyle Easier,7 Budget Products Under ₹299 for a Healthier Lifestyle,Fit Tuber,2021-05-14,Howto & Style,Howto & Style,True,5817,0.0,full_youtube_video
wY44LKLysHg,Cure PCOS/PCOD Problem Permanently in 6 Steps,PCOS/PCOD Lifestyle Advice with a Critical Warning: Do Not Stop Prescribed Medication or Expect a Guaranteed Cure,Fit Tuber,2019-05-10,Howto & Style,Howto & Style,True,8322,0.0,full_youtube_video
wbRj49wjtF0,10 Sanitary Pads in India Ranked from Worst to Best,"Menstrual Products Compared: Tampons, Cloth Pads, Biodegradable Pads and Menstrual Cups",Fit Tuber,2020-10-16,Howto & Style,Howto & Style,True,5527,0.0,full_youtube_video
weDmVu1SPuI,9 Common Hygiene Mistakes That You Must Avoid,9 Common Hygiene Mistakes and Better Everyday Practices,Fit Tuber,2022-07-29,Howto & Style,Howto & Style,True,9439,0.0,full_youtube_video
wtVsFfFeYNs,Ultimate Ayurvedic Body Test in 5 Mins (Vata Pitta Kapha Explained),"Ayurvedic Dosha Test: 15 Questions for Vata, Pitta and Kapha with Traditional Diet and Lifestyle Advice",Fit Tuber,2020-05-08,Howto & Style,Howto & Style,True,11282,0.0,full_youtube_video
x3MVEwkIQro,Full day Diet Plan to Cure PCOS/PCOD Permanently,A Full-Day PCOS Diet and Lifestyle Routine Presented from an Ayurvedic Perspective,Fit Tuber,2019-11-29,Howto & Style,Howto & Style,True,10827,0.0,full_youtube_video
x3UzDgOrnd8,Do These 5 Things to Burn Belly Fat,"5 Belly-Fat Habits: Acid with Meals, Vegetables First, 10-Minute Post-Meal Movement, Pair Carbs with Protein/Fat and Pri",Fit Tuber,2024-05-17,Howto & Style,Howto & Style,True,12435,0.0,full_youtube_video
xJNX3sF3fL0,DIY Creative Upcycled Tools to Fix Everything At Home ⚒️,DIY Creative Upcycled Tools for Home Repairs,5-MINUTE REPAIR,2026-08-10,Howto & Style,Howto & Style,True,771,0.0,full_youtube_video
xRppi-Ezowg,"How to Balance Vata Dosha Naturally? (Gas, Bloating, Body Pains, Dry Skin)","Balancing Vata Dosha: Ayurvedic Oil Massage, Diet, Routine, Yoga and Traditional Claims",Fit Tuber,2021-12-03,Howto & Style,Howto & Style,True,8428,0.0,full_youtube_video
xYah1XWcm4s,5 Popular Food Products That Need Your Attention (Revealing),"5 Popular Food Products Reviewed for Ingredients, Marketing and Health Claims",Fit Tuber,2018-09-14,Howto & Style,Howto & Style,True,8648,0.0,full_youtube_video
xfNY-0EItDs,Indian Foods that you thought were healthy but AREN'T,"10 Foods That Can Look Healthier Than They Are: Corn Flakes, Brown Bread, Peanut Butter, Microwave Popcorn, Energy Bars,",Fit Tuber,2017-06-30,Howto & Style,Howto & Style,True,8878,0.0,full_youtube_video
xnu-7K-IikM,5 Products in Your Kitchen You Should Throw Away (With Healthier Alternatives),5 Kitchen Products to Reconsider — With Healthier or Simpler Alternatives,Fit Tuber,2021-01-29,Howto & Style,Howto & Style,True,10143,0.0,full_youtube_video
y0GFbd_uOwI,21 Amazing Daily Hacks that Make Healthy Lifestyle Easy,"21 Practical Daily Health Hacks for Food, Skin, Travel, Home Remedies and Ayurveda",Fit Tuber,2021-03-05,Howto & Style,Howto & Style,True,5858,0.0,full_youtube_video
y4HBGiiZpI4,10 Best Indian Perfumes & Deos (Starting at Rs 299),10 Indian Perfumes and Deodorants Starting at ₹299 — 2026 Consumer Recommendations,Fit Tuber,2026-04-03,Howto & Style,Howto & Style,True,19487,0.0,full_youtube_video
y4QdVllbcyg,5 Reasons You Are Drinking Milk the Wrong Way,5 Reasons You Are Drinking Milk the Wrong Way,Fit Tuber,2018-09-07,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
yAkBZvGijJQ,20 Deodorants in India Ranked from Worst to Best,20 Deodorants in India Ranked by Ingredients — Historical 2018 Review,Fit Tuber,2018-04-20,Howto & Style,Howto & Style,True,4014,0.0,full_youtube_video
yGItImUNGWs,5 Ways to Boost Your Immunity,5 Ways to Boost Your Immunity,Fit Tuber,2018-08-03,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
ypkpJRyxgxE,5 Daily Winter Products That You Should Throw Away Immediately (With Healthier Alternatives),5 Winter Products to Reconsider — With Healthier or Lower-Exposure Alternatives,Fit Tuber,2022-11-18,Howto & Style,Howto & Style,True,10279,0.0,full_youtube_video
yu4rbnEk6BU,5 Things You Must Do Every Morning,"5 Morning Habits: Stretch, Drink Water, Wash Eyes, Oil Pull and Choose a First Meal",Fit Tuber,2023-04-07,Howto & Style,Howto & Style,True,9317,0.0,full_youtube_video
z3LlqXNZe2s,"5 Amazing Supplements for Hair (Hair Fall, Dandruff, Grey Hair)","5 Ayurvedic Hair Supplements: Rasayana Churna, Bhringraj Asava, Hair Oils, Anu Taila and Curry Leaves",Fit Tuber,2025-08-22,Howto & Style,Howto & Style,True,16802,0.0,full_youtube_video
zMXQXe03dSI,FREE Google Fitbit Air vs Expensive WHOOP — 7 Days Review ✅,Google Fitbit Air vs WHOOP: 7-Day Fitness Tracker Comparison,Techno Ruhez,2026-08-10,Science & Technology,Science & Technology,True,1252,0.0,full_youtube_video
zT5c4wpZ2lw,Patanjali Products - AYURVEDIC or SCAM? | 5 Patanjali Products EXPOSED!!!,Patanjali Products - AYURVEDIC or SCAM? | 5 Patanjali Products EXPOSED!!!,Fit Tuber,2017-12-08,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
zalL4B4FxH0,Which is the Best Fat Loss Diet? (Surprising🔥),Popular Fat-Loss Diets Compared: Sustainability Matters More Than the Diet Name,Fit Tuber,2020-07-03,Howto & Style,Howto & Style,True,9502,0.0,full_youtube_video
zeqeWQb9FCY,7 Quick & Healthy Breakfast Ideas for the Week (Vegetarian),"7 Indian Breakfast Recipes: Masala Idli, Sattu Paratha, Paneer Bhurji Sandwich, Red-Rice Poha, Banana-Oat Smoothie, Mill",Fit Tuber,2022-09-09,Howto & Style,Howto & Style,True,10710,0.0,full_youtube_video
zpz4Bek2q3w,15 Protein Sources in India Ranked from Worst to Best,15 Protein Sources in India Ranked from Worst to Best,Fit Tuber,2018-06-15,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
